(8, "Mon", 17, 30, 21, 0), (8, "Tue", 11, 30, 14, 0),
(8, "Tue", 17, 30, 21, 0), (8, "Wed", 11, 30, 14, 0),
(8, "Wed", 17, 30, 21, 0), (8, "Thu", 11, 30, 14, 0),
(8, "Thu", 17, 30, 21, 0), (8, "Fri", 11, 30, 14, 0),
(8, "Fri", 17, 30, 21, 0), (8, "Sat", 11, 30, 14, 0),
(8, "Sat", 17, 30, 21, 0), (8, "Sun", 11, 30, 14, 0),
(8, "Sun", 17, 30, 21, 0), (9, "Mon", 11, 0, 13, 30),
(9, "Mon", 16, 0, 19, 30), (9, "Tue", 11, 0, 13, 30),
(9, "Tue", 16, 0, 19, 30), (9, "Wed", 11, 0, 13, 30),
(9, "Wed", 16, 0, 19, 30), (9, "Thu", 11, 0, 13, 30),
(9, "Thu", 16, 0, 19, 30), (9, "Fri", 11, 0, 13, 30),
(9, "Fri", 16, 0, 19, 30), (9, "Sat", 11, 0, 13, 30),
(9, "Sat", 16, 0, 19, 30), (10, "Mon", 11, 0, 19, 0),
(10, "Tue", 11, 0, 19, 0), (10, "Wed", 11, 0, 19, 0),
(10, "Thu", 11, 0, 19, 0), (10, "Fri", 11, 0, 19, 0),
(10, "Sat", 11, 0, 19, 0), (10, "Sun", 11, 0, 19, 0),
(11, "Mon", 11, 0, 2, 0), (11, "Tue", 11, 0, 2, 0),
(11, "Wed", 11, 0, 2, 0), (11, "Thu", 11, 0, 2, 0),
(11, "Fri", 11, 0, 2, 0), (11, "Sat", 11, 0, 2, 0),
(11, "Sun", 11, 0, 2, 0), (12, "Mon", 17, 30, 1, 0),
(12, "Tue", 17, 30, 1, 0), (12, "Wed", 17, 30, 1, 0),
(12, "Thu", 17, 30, 1, 0), (12, "Fri", 17, 30, 1, 0),
(12, "Sat", 17, 30, 1, 0), (13, "Mon", 11, 0, 14, 30),
(13, "Mon", 17, 0, 20, 30), (13, "Tue", 11, 0, 14, 30),
(13, "Tue", 17, 0, 20, 30), (13, "Wed", 11, 0, 14, 30),
(13, "Wed", 17, 0, 20, 30), (13, "Thu", 11, 0, 14, 30),
(13, "Thu", 17, 0, 20, 30), (13, "Fri", 11, 0, 14, 30),
(13, "Fri", 17, 0, 20, 30), (13, "Sat", 11, 0, 14, 30),
(13, "Sat", 17, 0, 20, 30), (13, "Sun", 11, 0, 14, 30),
(13, "Sun", 17, 0, 20, 30), (14, "Mon", 11, 0, 19, 30),
(14, "Tue", 11, 0, 19, 30), (14, "Wed", 11, 0, 19, 30),
(14, "Thu", 11, 0, 19, 30), (14, "Fri", 11, 0, 19, 30),
(15, "Mon", 0, 0, 0, 0), (15, "Tue", 0, 0, 0, 0),
(15, "Wed", 0, 0, 0, 0), (15, "Thu", 0, 0, 0, 0),
(15, "Fri", 0, 0, 0, 0), (15, "Sat", 0, 0, 0, 0),
(15, "Sun", 0, 0, 0, 0), (16, "Tue", 13, 30, 22, 0),
(16, "Wed", 13, 30, 22, 0), (16, "Thu", 13, 30, 22, 0),
(16, "Fri", 13, 30, 22, 0), (16, "Sat", 13, 30, 22, 0),
(16, "Sun", 13, 30, 22, 0), (17, "Tue", 10, 0, 14, 0),
(17, "Tue", 17, 0, 21, 0), (17, "Wed", 10, 0, 14, 0),
(17, "Wed", 17, 0, 21, 0), (17, "Thu", 10, 0, 14, 0),
(17, "Thu", 17, 0, 21, 0), (17, "Fri", 10, 0, 14, 0),
(17, "Fri", 17, 0, 21, 0), (17, "Sat", 10, 0, 14, 0),
(17, "Sat", 17, 0, 21, 0), (17, "Sun", 10, 0, 14, 0),
(17, "Sun", 17, 0, 21, 0), (18, "Mon", 11, 30, 19, 0),
(18, "Thu", 11, 30, 19, 0), (18, "Fri", 11, 30, 19, 0),
(18, "Sat", 11, 30, 19, 0), (18, "Sun", 11, 30, 19, 0),
(19, "Mon", 06, 0, 12, 0), (19, "Tue", 06, 0, 12, 0),
(19, "Wed", 06, 0, 12, 0), (19, "Thu", 06, 0, 12, 0),
(19, "Fri", 06, 0, 12, 0), (19, "Sat", 06, 0, 12, 0),
(19, "Sun", 06, 0, 12, 0), (20, "Mon", 16, 0, 21, 0),
(20, "Tue", 16, 0, 21, 0), (20, "Wed", 16, 0, 21, 0),
(20, "Thu", 16, 0, 21, 0), (20, "Fri", 16, 0, 21, 0),
(20, "Sun", 16, 0, 21, 0), (21, "Tue", 11, 30, 22, 0),
(21, "Wed", 11, 30, 22, 0), (21, "Thu", 11, 30, 22, 0),
(21, "Fri", 11, 30, 22, 0), (21, "Sat", 11, 30, 22, 0),
(21, "Sun", 11, 30, 22, 0), (22, "Mon", 11, 0, 14, 30),
(22, "Mon", 17, 0, 21, 0), (22, "Wed", 11, 0, 14, 30),
(22, "Wed", 17, 0, 21, 0), (22, "Thu", 11, 0, 14, 30),
(22, "Thu", 17, 0, 21, 0), (22, "Fri", 11, 0, 14, 30),
(22, "Fri", 17, 0, 21, 0), (22, "Sat", 11, 0, 14, 30),
(22, "Sat", 17, 0, 21, 0), (22, "Sun", 11, 0, 14, 30),
(22, "Sun", 17, 0, 21, 0), (23, "Mon", 10, 45, 13, 30),
(23, "Mon", 17, 0, 19, 30), (23, "Tue", 10, 45, 13, 30),
(23, "Tue", 17, 0, 19, 30), (23, "Wed", 10, 45, 13, 30),
(23, "Wed", 17, 0, 19, 30), (23, "Thu", 10, 45, 13, 30),
(23, "Thu", 17, 0, 19, 30), (23, "Fri", 10, 45, 13, 30),
(23, "Fri", 17, 0, 19, 30), (23, "Sat", 10, 45, 13, 30),
(24, "Mon", 17, 30, 21, 0), (24, "Tue", 17, 30, 21, 0),
(24, "Wed", 17, 30, 21, 0), (24, "Thu", 17, 30, 21, 0),
(24, "Sat", 17, 30, 21, 0), (24, "Sun", 17, 30, 21, 0),
(25, "Mon", 11, 30, 13, 30), (25, "Mon", 17, 30, 20, 0),
(25, "Thu", 11, 30, 13, 30), (25, "Thu", 17, 30, 20, 0),
(25, "Fri", 11, 30, 13, 30), (25, "Fri", 17, 30, 20, 0),
(25, "Sat", 11, 30, 13, 30), (25, "Sat", 17, 30, 20, 0),
(25, "Sun", 11, 30, 13, 30), (25, "Sun", 17, 30, 20, 0),
(26, "Tue", 11, 0, 20, 30), (26, "Wed", 11, 0, 20, 30),
(26, "Thu", 11, 0, 20, 30), (26, "Fri", 11, 0, 20, 30),
(26, "Sat", 11, 0, 20, 30), (26, "Sun", 11, 0, 20, 30),
(27, "Mon", 11, 0, 21, 0), (27, "Tue", 11, 0, 21, 0),
(27, "Wed", 11, 0, 21, 0), (27, "Thu", 11, 0, 21, 0),
(27, "Fri", 11, 0, 21, 0), (27, "Sat", 11, 0, 21, 0),
(27, "Sun", 11, 0, 21, 0), (28, "Mon", 11, 0, 0, 0),
(28, "Tue", 11, 0, 0, 0), (28, "Wed", 11, 0, 0, 0),
(28, "Thu", 11, 0, 0, 0), (28, "Fri", 11, 0, 0, 0),
(28, "Sat", 11, 0, 0, 0), (28, "Sun", 11, 0, 0, 0),
(29, "Mon", 13, 0, 18, 0), (29, "Tue", 13, 0, 18, 0),
(29, "Wed", 13, 0, 18, 0), (29, "Thu", 13, 0, 18, 0),
(29, "Fri", 13, 0, 18, 0), (29, "Sat", 12, 0, 18, 0),
(29, "Sun", 12, 0, 18, 0), (30, "Mon", 14, 0, 18, 30),
(30, "Tue", 14, 0, 18, 30), (30, "Wed", 14, 0, 18, 30),
(30, "Thu", 14, 0, 18, 30), (30, "Fri", 14, 0, 18, 30),
(30, "Sat", 14, 0, 18, 30), (31, "Mon", 7, 0, 10, 0),
(31, "Mon", 11, 0, 14, 0), (31, "Mon", 17, 0, 21, 0),
(31, "Tue", 7, 0, 10, 0), (31, "Tue", 11, 0, 14, 0),
(31, "Tue", 17, 0, 21, 0), (31, "Wed", 7, 0, 10, 0),
(31, "Wed", 11, 0, 14, 0), (31, "Wed", 17, 0, 21, 0),
(31, "Thu", 7, 0, 10, 0), (31, "Thu", 11, 0, 14, 0),
(31, "Thu", 17, 0, 21, 0), (31, "Fri", 7, 0, 10, 0),
(31, "Fri", 11, 0, 14, 0), (31, "Fri", 17, 0, 21, 0),
(31, "Sat", 7, 0, 10, 0), (31, "Sat", 11, 0, 14, 0),
(31, "Sat", 17, 0, 21, 0), (31, "Sun", 7, 0, 10, 0),
(31, "Sun", 11, 0, 14, 0), (31, "Sun", 17, 0, 21, 0),
(32, "Mon", 14, 0, 18, 30), (32, "Tue", 14, 0, 18, 30),
(32, "Wed", 14, 0, 18, 30), (32, "Thu", 14, 0, 18, 30),
(32, "Fri", 14, 0, 18, 30), (32, "Sat", 14, 0, 18, 30),
(33, "Wed", 11, 0, 14, 0), (33, "Wed", 16, 30, 19, 0),
(33, "Thu", 11, 0, 14, 0), (33, "Thu", 16, 30, 19, 0),
(33, "Fri", 11, 0, 14, 0), (33, "Fri", 16, 30, 19, 0),
(33, "Sat", 11, 0, 14, 0), (33, "Sun", 11, 0, 14, 0),
(33, "Sun", 16, 30, 19, 0), (34, "Mon", 11, 0, 22, 0),
(34, "Tue", 11, 0, 22, 0), (34, "Wed", 11, 0, 22, 0),
(34, "Thu", 11, 0, 22, 0), (34, "Fri", 11, 0, 23, 0),
(34, "Sat", 11, 0, 23, 0), (34, "Sun", 11, 0, 23, 0),
(35, "Mon", 11, 0, 14, 0), (35, "Mon", 16, 30, 20, 30),
(35, "Tue", 11, 0, 14, 0), (35, "Tue", 16, 30, 20, 30),
(35, "Wed", 11, 0, 14, 0), (35, "Wed", 16, 30, 20, 30),
(35, "Thu", 11, 0, 14, 0), (35, "Thu", 16, 30, 20, 30),
(35, "Fri", 11, 0, 14, 0), (35, "Fri", 16, 30, 20, 30),
(35, "Sun", 11, 0, 14, 0), (35, "Sun", 16, 30, 20, 30),
(36, "Mon", 18, 30, 2, 0), (36, "Tue", 18, 30, 2, 0),
(36, "Wed", 18, 30, 2, 0), (36, "Thu", 18, 30, 2, 0),
(36, "Fri", 18, 30, 2, 0), (36, "Sat", 18, 30, 2, 0),
(36, "Sun", 18, 30, 2, 0), (37, "Mon", 11, 0, 14, 0),
(37, "Mon", 17, 0, 21, 0), (37, "Tue", 11, 0, 14, 0),
(37, "Tue", 17, 0, 21, 0), (37, "Wed", 11, 0, 14, 0),
(37, "Wed", 17, 0, 21, 0), (37, "Thu", 11, 0, 14, 0),
(37, "Thu", 17, 0, 21, 0), (37, "Fri", 11, 0, 14, 0),
(37, "Fri", 17, 0, 21, 0), (37, "Sat", 11, 0, 14, 0),
(37, "Sat", 17, 0, 21, 0), (37, "Sun", 11, 0, 14, 0),
(37, "Sun", 17, 0, 21, 0), (38, "Mon", 17, 0, 0, 0),
(38, "Tue", 17, 0, 0, 0), (38, "Wed", 17, 0, 0, 0),
(38, "Thu", 17, 0, 0, 0), (38, "Fri", 17, 0, 0, 0),
(38, "Sat", 17, 0, 0, 0), (38, "Sun", 17, 0, 0, 0),
(39, "Mon", 11, 30, 14, 0), (39, "Mon", 17, 0, 22, 0),
(39, "Tue", 11, 30, 14, 0), (39, "Tue", 17, 0, 22, 0),
(39, "Wed", 11, 30, 14, 0), (39, "Wed", 17, 0, 22, 0),
(39, "Thu", 11, 30, 14, 0), (39, "Thu", 17, 0, 22, 0),
(39, "Fri", 11, 30, 14, 0), (39, "Fri", 17, 0, 22, 0),
(39, "Sat", 11, 30, 14, 0), (39, "Sat", 17, 0, 22, 0),
(39, "Sun", 11, 30, 14, 0), (39, "Sun", 17, 0, 22, 0),
(40, "Mon", 11, 0, 13, 30), (40, "Mon", 17, 0, 19, 30),
(40, "Tue", 11, 0, 13, 30), (40, "Tue", 17, 0, 19, 30),
(40, "Thu", 11, 0, 13, 30), (40, "Thu", 17, 0, 19, 30),
(40, "Fri", 11, 0, 13, 30), (40, "Fri", 17, 0, 19, 30),
(40, "Sat", 11, 0, 13, 30), (40, "Sat", 17, 0, 19, 30),
(40, "Sun", 11, 0, 13, 30), (40, "Sun", 17, 0, 19, 30),
(41, "Mon", 4, 0, 15, 0), (41, "Tue", 4, 0, 15, 0),
(41, "Wed", 4, 0, 15, 0), (41, "Thu", 4, 0, 15, 0),
(41, "Fri", 4, 0, 15, 0), (41, "Sat", 4, 0, 15, 0),
(41, "Sun", 4, 0, 15, 0), (42, "Mon", 11, 30, 14, 0),
(42, "Mon", 17, 0, 22, 0), (42, "Tue", 11, 30, 14, 0),
(42, "Tue", 17, 0, 22, 0), (42, "Wed", 11, 30, 14, 0),
(42, "Wed", 17, 0, 22, 0), (42, "Thu", 11, 30, 14, 0),
(42, "Thu", 17, 0, 22, 0), (42, "Fri", 11, 30, 14, 0),
(42, "Fri", 17, 0, 22, 0), (42, "Sat", 11, 30, 14, 0),
(42, "Sat", 17, 0, 22, 0), (42, "Sun", 11, 30, 14, 0),
(42, "Sun", 17, 0, 22, 0), (43, "Mon", 12, 0, 13, 30),
(43, "Mon", 17, 0, 20, 0), (43, "Tue", 12, 0, 13, 30),
(43, "Tue", 17, 0, 20, 0), (43, "Wed", 12, 0, 13, 30),
(43, "Wed", 17, 0, 20, 0), (43, "Thu", 17, 0, 20, 0),
(43, "Fri", 12, 0, 13, 30), (43, "Fri", 17, 0, 20, 0),
(43, "Sun", 12, 0, 13, 30), (43, "Sun", 17, 0, 20, 0),
(44, "Mon", 11, 0, 14, 0), (44, "Mon", 17, 0, 21, 0),
(44, "Wed", 11, 0, 14, 0), (44, "Wed", 17, 0, 21, 0),
(44, "Thu", 11, 0, 14, 0), (44, "Thu", 17, 0, 21, 0),
(44, "Fri", 11, 0, 14, 0), (44, "Fri", 17, 0, 21, 0),
(44, "Sat", 11, 0, 14, 0), (44, "Sat", 17, 0, 21, 0),
(44, "Sun", 11, 0, 14, 0), (44, "Sun", 17, 0, 21, 0),
(45, "Mon", 17, 0, 23, 0), (45, "Tue", 17, 0, 23, 0),
(45, "Wed", 17, 0, 23, 0), (45, "Thu", 17, 0, 23, 0),
(45, "Fri", 17, 0, 23, 0), (45, "Sat", 17, 0, 23, 0),
(45, "Sun", 17, 0, 23, 0), (46, "Mon", 11, 0, 14, 0),
(46, "Mon", 17, 0, 21, 0), (46, "Tue", 11, 0, 14, 0),
(46, "Tue", 17, 0, 21, 0), (46, "Thu", 11, 0, 14, 0),
(46, "Thu", 17, 0, 21, 0), (46, "Fri", 11, 0, 14, 0),
(46, "Fri", 17, 0, 21, 0), (46, "Sat", 11, 0, 21, 0),
(46, "Sun", 11, 0, 21, 0), (47, "Mon", 11, 0, 22, 0),
(47, "Tue", 11, 0, 22, 0), (47, "Wed", 11, 0, 22, 0),
(47, "Thu", 11, 0, 22, 0), (47, "Fri", 11, 0, 22, 0),
(47, "Sat", 11, 0, 22, 0), (47, "Sun", 11, 0, 22, 0),
(48, "Mon", 11, 0, 13, 30), (48, "Mon", 17, 0, 20, 30),
(48, "Tue", 11, 0, 13, 30), (48, "Tue", 17, 0, 20, 30),
(48, "Wed", 11, 0, 13, 30), (48, "Wed", 17, 0, 20, 30),
(48, "Thu", 11, 0, 13, 30), (48, "Thu", 17, 0, 20, 30),
(48, "Fri", 11, 0, 13, 30), (48, "Fri", 17, 0, 20, 30),
(48, "Sun", 11, 0, 13, 30), (48, "Sun", 17, 0, 20, 30),
(49, "Mon", 11, 15, 13, 0), (49, "Mon", 17, 0, 20, 0),
(49, "Tue", 11, 15, 13, 0), (49, "Tue", 17, 0, 20, 0),
(49, "Wed", 11, 15, 13, 0), (49, "Wed", 17, 0, 20, 0),
(49, "Thu", 11, 15, 13, 0), (49, "Thu", 17, 0, 20, 0),
(49, "Fri", 11, 15, 13, 0), (49, "Fri", 17, 0, 20, 0),
(49, "Sat", 11, 15, 13, 0), (49, "Sat", 17, 0, 20, 0),
(49, "Sun", 11, 15, 13, 0), (49, "Sun", 17, 0, 20, 0),
(50, "Mon", 11, 0, 14, 0), (50, "Mon", 16, 45, 20, 0),
(50, "Tue", 11, 0, 14, 0), (50, "Tue", 16, 45, 20, 0),
(50, "Wed", 11, 0, 14, 0), (50, "Wed", 16, 45, 20, 0),
(50, "Thu", 11, 0, 14, 0), (50, "Thu", 16, 45, 20, 0),
(50, "Fri", 11, 0, 14, 0), (50, "Fri", 16, 45, 20, 0),
(50, "Sat", 11, 0, 14, 0), (50, "Sat", 16, 45, 20, 0),
(50, "Sun", 11, 0, 14, 0), (50, "Sun", 16, 45, 20, 0),
(51, "Mon", 18, 0, 21, 0), (51, "Tue", 18, 0, 21, 0),
(51, "Wed", 18, 0, 21, 0), (51, "Thu", 18, 0, 21, 0),
(51, "Fri", 18, 0, 21, 0), (51, "Sun", 18, 0, 21, 0),
(52, "Mon", 11, 30, 21, 0), (52, "Tue", 11, 30, 21, 0),
(52, "Wed", 11, 30, 21, 0), (52, "Thu", 11, 30, 21, 0),
(52, "Fri", 11, 30, 21, 0), (53, "Mon", 10, 30, 20, 30),
(53, "Tue", 10, 30, 20, 30), (53, "Wed", 10, 30, 20, 30),
(53, "Thu", 10, 30, 20, 30), (53, "Fri", 10, 30, 20, 30),
(53, "Sat", 10, 30, 20, 30), (53, "Sun", 10, 30, 20, 30),
(54, "Mon", 10, 30, 14, 0), (54, "Mon", 16, 0, 20, 0),
(54, "Tue", 10, 30, 14, 0), (54, "Tue", 16, 0, 20, 0),
(54, "Wed", 10, 30, 14, 0), (54, "Wed", 16, 0, 20, 0),
(54, "Thu", 10, 30, 14, 0), (54, "Thu", 16, 0, 20, 0),
(54, "Fri", 10, 30, 14, 0), (54, "Fri", 16, 0, 20, 0),
(54, "Sun", 10, 30, 14, 0), (54, "Sun", 16, 0, 20, 0),
(55, "Mon", 10, 0, 22, 0), (55, "Tue", 10, 0, 22, 0),
(55, "Wed", 10, 0, 22, 0), (55, "Thu", 10, 0, 22, 0),
(55, "Fri", 10, 0, 22, 0), (55, "Sat", 10, 0, 22, 0),
(55, "Sun", 10, 0, 22, 0), (56, "Mon", 10, 0, 22, 0),
(56, "Wed", 10, 0, 22, 0), (56, "Thu", 10, 0, 22, 0),
(56, "Fri", 10, 0, 22, 0), (56, "Sat", 10, 0, 22, 0),
(56, "Sun", 10, 0, 22, 0), (57, "Mon", 10, 30, 13, 30),
(57, "Mon", 17, 0, 21, 0), (57, "Tue", 10, 30, 13, 30),
(57, "Tue", 17, 0, 21, 0), (57, "Wed", 10, 30, 13, 30),
(57, "Wed", 17, 0, 21, 0), (57, "Thu", 10, 30, 13, 30),
(57, "Thu", 17, 0, 21, 0), (57, "Sat", 10, 30, 13, 30),
(57, "Sat", 17, 0, 21, 0), (57, "Sun", 10, 30, 13, 30),
(57, "Sun", 17, 0, 21, 0), (58, "Mon", 11, 0, 23, 0),
(58, "Tue", 11, 0, 23, 0), (58, "Wed", 11, 0, 23, 0),
(58, "Thu", 11, 0, 23, 0), (58, "Fri", 11, 0, 23, 0),
(58, "Sat", 11, 0, 23, 0), (58, "Sun", 11, 0, 23, 0),
(59, "Mon", 10, 30, 21, 30), (59, "Tue", 10, 30, 21, 30),
(59, "Wed", 10, 30, 21, 30), (59, "Thu", 10, 30, 21, 30),
(59, "Fri", 10, 30, 21, 30), (59, "Sat", 10, 30, 21, 30),
(59, "Sun", 10, 30, 21, 30), (60, "Mon", 8, 0, 15, 0),
(60, "Tue", 8, 0, 15, 0), (60, "Wed", 8, 0, 15, 0),
(60, "Thu", 8, 0, 15, 0), (60, "Sat", 8, 0, 15, 0),
(60, "Sun", 8, 0, 15, 0), (61, "Mon", 9, 30, 22, 0),
(61, "Tue", 9, 30, 22, 0), (61, "Wed", 9, 30, 22, 0),
(61, "Thu", 9, 30, 22, 0), (61, "Fri", 9, 30, 22, 0),
(61, "Sat", 9, 30, 22, 0), (61, "Sun", 9, 30, 22, 0),
(62, "Mon", 11, 30, 14, 30), (62, "Mon", 16, 30, 21, 0),
(62, "Tue", 11, 30, 14, 30), (62, "Tue", 16, 30, 21, 0),
(62, "Wed", 11, 30, 14, 30), (62, "Wed", 16, 30, 21, 0),
(62, "Thu", 11, 30, 14, 30), (62, "Thu", 16, 30, 21, 0),
(62, "Fri", 11, 30, 14, 30), (62, "Fri", 16, 30, 21, 0),
(62, "Sat", 11, 30, 14, 30), (62, "Sat", 16, 30, 21, 0),
(62, "Sun", 11, 30, 14, 30), (62, "Sun", 16, 30, 21, 0),
(63, "Mon", 10, 0, 14, 0), (63, "Mon", 16, 0, 19, 0),
(63, "Tue", 10, 0, 14, 0), (63, "Tue", 16, 0, 19, 0),
(63, "Wed", 10, 0, 14, 0), (63, "Wed", 16, 0, 19, 0),
(63, "Thu", 10, 0, 14, 0), (63, "Thu", 16, 0, 19, 0),
(63, "Fri", 10, 0, 14, 0), (63, "Fri", 16, 0, 19, 0),
(63, "Sat", 10, 0, 14, 0), (63, "Sat", 16, 0, 19, 0),
(64, "Tue", 5, 0, 14, 0), (64, "Wed", 5, 0, 14, 0),
(64, "Thu", 5, 0, 14, 0), (64, "Fri", 5, 0, 14, 0),
(64, "Sat", 5, 0, 14, 0), (64, "Sun", 5, 0, 14, 0),
(65, "Mon", 11, 0, 13, 30), (65, "Mon", 16, 0, 19, 0),
(65, "Tue", 11, 0, 13, 30), (65, "Tue", 16, 0, 19, 0),
(65, "Wed", 11, 0, 13, 30), (65, "Wed", 16, 0, 19, 0),
(65, "Thu", 11, 0, 13, 30), (65, "Thu", 16, 0, 19, 0),
(65, "Fri", 11, 0, 14, 0), (66, "Mon", 9, 0, 22, 0),
(66, "Tue", 9, 0, 22, 0), (66, "Wed", 9, 0, 22, 0),
(66, "Thu", 9, 0, 22, 0), (66, "Fri", 9, 0, 22, 0),
(66, "Sat", 9, 0, 22, 0), (66, "Sun", 9, 0, 22, 0),
(67, "Mon", 9, 30, 21, 0), (67, "Tue", 9, 30, 21, 0),
(67, "Wed", 9, 30, 21, 0), (67, "Thu", 9, 30, 21, 0),
(67, "Fri", 9, 30, 21, 0), (67, "Sat", 9, 30, 21, 0),
(67, "Sun", 9, 30, 21, 0), (68, "Mon", 11, 0, 22, 0),
(68, "Tue", 11, 0, 22, 0), (68, "Wed", 11, 0, 22, 0),
(68, "Thu", 11, 0, 22, 0), (68, "Fri", 11, 0, 22, 0),
(68, "Sat", 11, 0, 22, 0), (68, "Sun", 11, 0, 22, 0),
(69, "Mon", 14, 0, 22, 0), (69, "Wed", 14, 0, 22, 0),
(69, "Thu", 14, 0, 22, 0), (69, "Fri", 14, 0, 22, 0),
(69, "Sat", 14, 0, 22, 0), (69, "Sun", 14, 0, 22, 0),
(70, "Mon", 9, 0, 22, 0), (70, "Tue", 9, 0, 22, 0),
(70, "Wed", 9, 0, 22, 0), (70, "Thu", 9, 0, 22, 0),
(70, "Fri", 9, 0, 22, 0), (70, "Sat", 9, 0, 22, 0),
(70, "Sun", 9, 0, 22, 0), (71, "Mon", 11, 0, 13, 45),
(71, "Mon", 17, 0, 20, 45), (71, "Tue", 11, 0, 13, 45),
(71, "Tue", 17, 0, 20, 45), (71, "Wed", 11, 0, 13, 45),
(71, "Wed", 17, 0, 20, 45), (71, "Thu", 11, 0, 13, 45),
